Rank,Username,Quizzes_Participated,Avg_Points,Avg_Time,Final_Score,Remark
92,Oshi1718,2,3.0,72.0,35.69444444444444,4🌟
93,Debes,2,3.0,72.6,35.55096418732782,4🌟
94,kal_ay,1,2.0,54.0,34.81481481481482,4🌟
95,kale_yod19,1,3.0,69.0,34.78260869565217,4🌟
96,Habtemary21,1,3.0,70.0,34.523809523809526,4🌟
97,Yostina_Abera,2,2.5,67.3,34.40688459633482,4🌟
98,Danimekuriaw,2,2.5,71.0,33.43896713615023,4🌟
99,Semi2424,1,2.0,58.7,32.961385576377054,4🌟
100,gebre2759,1,3.0,78.0,32.69230769230769,4🌟
101,sapph3,1,1.0,42.4,31.666666666666668,4🌟
102,Lema_T,1,2.0,63.0,31.507936507936506,4🌟
103,Nazazitne_24,1,3.0,86.0,31.201550387596903,4🌟
104,AHCB_16,1,2.0,64.0,31.197916666666664,4🌟
105,Yeabsirai,1,1.0,52.1,30.658989123480488,4🌟
106,Meta_noia30,1,1.0,52.2,30.613026819923373,4🌟
107,Sosna811e,1,1.0,54.9,29.435336976320585,3🌟
108,Yearsema_06,2,1.0,64.0,27.864583333333336,3🌟
109,M,1,1.0,60.0,27.500000000000004,3🌟
110,melu_Nigus,1,2.0,79.0,27.48945147679325,3🌟
111,Zm_rabbi,1,0.0,8.4,26.666666666666668,3🌟
112,Mnase1224,1,0.0,46.1,26.666666666666668,3🌟
113,FRATKURU,1,2.0,114.0,22.631578947368418,3🌟
114,Estif5656,1,1.0,79.0,22.48945147679325,3🌟
115,yared_HQ,1,1.0,93.0,20.10752688172043,3🌟
